"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV03","WV20"
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-06-14","12.08",,,,,"89","72",,,,,,,,,"    1",,,,,"    1",,,,"    1",,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-06-15","13.87",,,,,"77","70",,,,,,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-06-16","13.20",,,,,"86","67",,,,,,,,,,,,,,"    1",,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-06-17","8.95",,,,,"79","64",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-06-18","6.93",,,,,"70","56",,,,,,,,,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-06-19","8.72",,,,,"79","57",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-06-20","10.29",,,,,"82","62",,,,,,,,,"    1",,,,,,,,,"    1",,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-06-21","13.65",,,,,"82","70",,,,,,,,,"    1",,,,,,,,,"    1",,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-06-22","13.20",,,,,"79","67",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-06-23","5.14",,,,,"82","60",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-06-24","8.95",,,,,"83","68",,,,,,,,,"    1",,,,,,,,,"    1",,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-06-25","7.16",,,,,"87","58",,,,,,,,,"    1",,,,,,,,,"    1",,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-06-26","8.95",,,,,"84","68",,,,,,,,,,,,,,,,,,"    1",,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-06-27","7.16",,,,,"80","62",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-06-28","6.49",,,,,"77","59",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-06-29","6.93",,,,,"75","59",,,,,,,,,"    1",,,,,,,,,"    1",,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-06-30","5.59",,,,,"80","55",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-07-01","8.05",,,,"72","83","60",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-07-02","9.40",,,,"75","85","65",,,,,,,,,"    1",,,,,,,,,"    1",,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-07-03","6.04",,,,"75","81","68",,,,,,,,,"    1",,,,,,,,,"    1",,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-07-04","4.92",,,,"73","84","61",,,,,,,,,,,,,,"    1",,,,"    1",,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-07-05","6.49",,,,"75","84","65",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-07-06","5.59",,,,"68","75","61",,,,,,,,,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-07-07","6.04",,,,"66","75","56",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-07-08","5.59",,,,"67","76","58",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-07-09","10.07",,,,"75","84","66",,,,,,,,,,,,,,,,,,"    1",,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-07-10","6.93",,,,"73","82","64",,,,,,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-07-11","9.17",,,,"71","81","61",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-07-12","7.16",,,,"70","82","57",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-07-13","3.58",,,,"73","85","61",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-07-14","7.61",,,,"77","86","68",,,,,,,,,"    1",,,,,,,,,,,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-07-15","8.50",,,,"72","79","65",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-07-16","6.93",,,,"71","79","63",,,,,,,,,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-07-17","8.05",,,,"78","90","66",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-07-18","8.50",,,,"67","75","59",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-07-19","6.71",,,,"68","74","61",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-07-20","6.04",,,,"68","80","56",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-07-21","7.38",,,,"70","75","64",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-07-22","6.26",,,,"65","74","56",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-07-23","6.04",,,,"67","76","58",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-07-24","5.59",,,,"68","79","57",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-07-25","5.82",,,,"69","81","57",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-07-26","8.72",,,,"77","84","69",,,,,,,,,,,,,,"    1",,,,"    1",,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-07-27","7.83",,,,"79","88","70",,,,,,,,,,,,,,"    1",,,,"    1",,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-07-28","8.05",,,,"74","84","64",,,,,,,,,"    1",,,,,"    1",,,,"    1",,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-07-29","7.16",,,,"71","75","67",,,,,,,,,"    1",,,,,"    1",,,,"    1",,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-07-30","9.62",,,,"73","79","67",,,,,,,,,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-07-31","7.61",,,,"77","82","72",,,,,,,,,"    1",,,,,,,,,"    1",,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-08-01",,,,,"75","79","70",,,,,,,,,,,,,,,,,,"    1",,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-08-02","9.17",,,,"75","84","65",,,,,,,,,"    1",,,,,,,,,"    1",,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-08-03","9.62",,,,"66","73","59",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-08-04","3.58",,,,"68","79","57",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-08-05","5.82",,,,"72","81","63",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-08-06","9.40",,,,"73","84","61",,,,,,,,,"    1",,,,,"    1",,,,"    1",,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-08-07","16.55",,,,"76","85","67",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-08-08","11.41",,,,"78","86","70",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-08-09","10.96",,,,"78","88","68",,,,,,,,,,,,,,"    1",,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-08-10","6.71",,,,"72","80","64",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-08-11","9.17",,,,"73","82","64",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-08-12","6.93",,,,"71","82","59",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-08-13","3.58",,,,"72","81","63",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-08-14","6.49",,,,"77","87","67",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-08-15","10.74",,,,"79","89","69",,,,,,,,,"    1",,,,,"    1",,,,"    1",,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-08-16","8.28",,,,"71","79","63",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-08-17","6.04",,,,"62","65","59",,,,,,,,,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-08-18","8.05",,,,"70","77","63",,,,,,,,,,,,,,"    1",,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-08-19","7.83",,,,"65","74","56",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-08-20","6.49",,,,"60","70","50",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-08-21","6.93",,,,"62","72","52",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-08-22","7.38",,,,"69","81","57",,,,,,,,,"    1",,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-08-23","6.26",,,,"75","84","65",,,,,,,,,"    1",,,,,"    1",,,,"    1",,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-08-24","6.26",,,,"74","82","66",,,,,,,,,,,,,,"    1",,,,"    1",,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-08-25","4.47",,,,"72","83","61",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-08-26","7.16",,,,"76","83","68",,,,,,,,,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-08-27","5.59",,,,"73","79","66",,,,,,,,,"    1",,,,,"    1",,,,"    1",,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-08-28","8.72",,,,"73","79","66",,,,,,,,,,,,,,"    1",,,,"    1",,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-08-29","8.28",,,,"75","82","67",,,,,,,,,,,,,,,,,,"    1",,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-08-30","6.26",,,,"76","82","70",,,,,,,,,,,,,,"    1",,,,"    1",,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-08-31","8.50",,,,"77","86","67",,,,,,,,,,,,,,"    1",,,,"    1",,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-09-01","5.37",,,,"81","90","71",,,,,,,,,,,,,,"    1",,,,"    1",,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-09-02","7.38",,,,"77","85","68",,,,,,,,,,,,,,"    1",,,,"    1",,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-09-03","6.93",,,,"61","86","35",,,,,,,,,,,,,,"    1",,,,"    1",,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-09-04","13.42",,,,"64","73","55",,,,,,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-09-05","12.53",,,,"62","73","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-09-06","9.62",,,,"63","71","54",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-09-07","7.61",,,,"67","80","54",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-09-08","8.72",,,,"73","79","67",,,,,,,,,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-09-09","7.61",,,,"76","81","70",,,,,,,,,,,,,,"    1",,,,"    1",,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-09-10","9.17",,,,"56","77","35",,,,,,,,,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-09-11","9.84",,,,"74","82","65",,,,,,,,,"    1",,,,,,,,,"    1",,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-09-12","9.62",,,,"68","75","60",,,,,,,,,,,,,,,,,,"    1",,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-09-13","5.59",,,,"64","73","54",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-09-14","5.37",,,,"59","64","54",,,,,,,,,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-09-15","11.41",,,,"56","62","50",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-09-16","10.51",,,,"56","67","45",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-09-17","12.97",,,,"56","77","34",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-09-18","7.38",,,,"56","59","53",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-09-19","12.53",,,,"72","81","62",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-09-20","12.53",,,,"69","82","55",,,,,,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-09-21","12.08",,,,"55","62","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-09-22","8.05",,,,"56","66","46",,,,,,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-09-23","10.29",,,,"61","79","42",,,,,,,,,"    1",,,,,"    1",,,,"    1",,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-09-24","10.74",,,,"47","61","33",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-09-25","10.74",,,,"51","55","46",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-09-26","7.83",,,,"56","66","46",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-09-27","10.29",,,,"63","75","50",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-09-28",,,,,"49","57","41",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-09-29",,,,,"54","65","42",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-09-30",,,,,"61","71","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-10-01","8.50"," 1500"," 1459","0.00","64","74","53",,"  230","  230",,"17.9","23.0",,,,,,,,"    1",,,,"    1",,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-10-02","9.40"," 1327"," 1327","0.00","70","78","62",,"  250","  240",,"21.0","23.9",,,,,,,,"    1",,,,"    1",,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-10-03","4.47"," 1440"," 0439","0.00","63","74","55",,"  130","  340",,"10.1","13.0",,,,,,,,"    1",,,,"    1",,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-10-04","5.14"," 0325"," 0325","0.98","59","70","52",,"  360","  360",,"15.0","19.9",,,"    1",,,,,,,,,"    1",,,"    1",,,,,,"    1",
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-10-05","7.83"," 0740"," 1112","0.56","52","65","48",,"   70","   90",,"15.0","17.9",,,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-10-06","7.38"," 1429"," 1427","0.05","48","55","48",,"  300","  300",,"21.0","28.0",,,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-10-07","9.62"," 1447"," 1009","0.04","43","50","36",,"  310","  280",,"17.9","23.9",,,"    1",,,,,,,,,,,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-10-08","7.83"," 1413"," 1412","0.07","41","48","37",,"   30","   30",,"17.0","19.9",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-10-09","7.61"," 1423"," 2155","0.07","45","52","38",,"  300","  300",,"14.1","17.0",,,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-10-10","9.17"," 1554"," 1553","0.00","51","63","38",,"  310","  310",,"17.0","21.9",,,"    1",,"    1",,,,,"    1",,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-10-11","7.38"," 1527"," 1556","0.00","56","69","42",,"  280","  320",,"14.1","17.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-10-12","7.83"," 1451"," 1451","0.00","56","69","42",,"  250","  260",,"17.0","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-10-13","9.17"," 1437"," 1437","0.00","63","73","53",,"  250","  250",,"17.0","21.0",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-10-14","9.84"," 1250"," 1254","0.00","66","75","57",,"  250","  260",,"21.9","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-10-15","3.80"," 1051"," 1106","0.00","60","65","55",,"  260","  270",,"10.1","12.1",,,,,,,,"    1",,,,"    1",,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-10-16","4.03"," 1021"," 1013","0.09","55","58","52",,"   30","   20",,"8.1","8.9",,,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-10-17","3.36"," 1205"," 0849","0.03","57","61","53",,"   30","   20",,"8.1","8.9",,,,,,,,"    1",,,,"    1",,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-10-18","4.92"," 1602"," 1559","0.01","58","65","50",,"  270","  250",,"14.1","17.0",,,,,,,,"    1",,,,"    1",,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-10-19","2.91"," 1448"," 1530","0.00","54","65","43","    0","  190","  160",,"10.1","12.1",,,,,,,,"    1",,,,"    1",,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-10-20","8.95"," 2329"," 2329","0.00","62","73","51",,"  240","  240",,"14.1","16.1",,,,,,,,"    1",,,,"    1",,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-10-21","8.05"," 1656"," 1656","0.00","58","67","49","    0","   80","   90",,"15.0","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-10-22","7.61"," 1457"," 1456","0.00","53","60","45","    0","  100","  110",,"14.1","16.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-10-23","1.79"," 1452"," 1453","0.11","59","68","49",,"  220","  220",,"8.9","10.1",,,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-10-24","5.37"," 1842"," 1842","0.52","61","66","56",,"   70","   80",,"12.1","13.0",,,"    1",,,,,,,,,"    1",,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-10-25","4.92"," 2255"," 2255","0.00","58","63","53",,"  140","  140",,"8.9","10.1","    1","    1",,,,,,"    1",,,,"    1",,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-10-26","4.03"," 1549"," 1306","0.00","0","67","58",,"  220","  150",,"10.1","13.0","    1","    1",,,,,,"    1",,,,"    1",,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-10-27","8.72"," 2305"," 2107","0.02","63","75","51",,"   30","   20",,"23.0","28.0",,,,,,,,"    1",,,,"    1",,,"    1",,,,,,"    1",
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-10-28","5.59"," 0828"," 0811","0.00","44","51","37",,"   40","   30",,"21.0","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-10-29","5.14"," 1627"," 1618","0.00","43","54","31","    0","   40","   30",,"12.1","14.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-10-30","1.79"," 1548"," 1534","0.00","48","62","34",,"   70","   30",,"8.1","8.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-10-31","2.91"," 1425"," 1420","0.00","48","60","36",,"  140","  120",,"6.9","8.1",,,,,,,,"    1",,,,"    1",,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-11-01","4.47"," 1202"," 1142","0.00","50","61","38",,"  170","  190",,"12.1","15.0",,,,,,,,,,,,"    1",,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-11-02","5.14"," 1058"," 1305","0.00","57","65","48",,"  190","  190",,"14.1","15.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-11-03","6.04"," 1652"," 1654","0.00","57","65","49",,"  270","  280",,"15.0","17.9",,,,,,,,"    1",,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-11-04","6.49"," 1133"," 1132","0.00","47","53","41",,"  320","  320",,"17.0","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-11-05","3.58"," 1714"," 1713","0.00","46","54","37",,"  180","  190",,"8.9","12.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-11-06","9.17"," 1242"," 1258","0.00","45","54","36","    0","  120","  100",,"19.9","21.9",,,,,,,,,,,,"    1",,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-11-07","6.26"," 2301"," 2300","0.27","52","57","47",,"  280","  280",,"8.9","12.1","    1","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-11-08","4.70"," 0650"," 0648","0.06","54","58","50","    0","  250","  240",,"12.1","14.1",,,,,,,,"    1",,,,"    1",,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-11-09","6.26"," 1320"," 1308","0.57","57","64","49","    0","  190","  180",,"16.1","19.9","    1","    1",,,,,,,,,,"    1",,,"    1",,,,,,"    1",
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-11-10","13.87"," 1128"," 1127","0.10","52","51","42",,"  320","  320",,"23.0","31.1",,,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-11-11","8.05"," 2139"," 0939","0.00","44","50","38",,"   40","  360",,"13.0","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-11-12","8.72"," 1555"," 1025","0.00","42","44","39","    0","  110","   80",,"14.1","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-11-13","7.38"," 1931"," 2136","0.00","41","46","35",,"  250","  260",,"21.0","23.0",,,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-11-14","14.32"," 1124"," 1355","0.02","36","39","33",,"  240","  260",,"21.9","25.1",,,,,,,,,,,,"    1",,,"    1",,"    1","    1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-11-15","10.29"," 1125"," 1432","0.07","35","37","32",,"  250","  260",,"16.1","17.9",,,,,,,,"    1",,,,"    1",,,,,"    1","    1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-11-16","14.54"," 1846"," 1845","0.01","40","47","33",,"  260","  260",,"30.0","38.0",,,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-11-17","10.07"," 0004"," 0003","0.01","35","38","32",,"  270","  270",,"17.9","23.0",,,,,,,,,,,,,,,"    1",,"    1",,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-11-18","11.86"," 2356"," 1113","0.00","31","32","29",,"  250","  250",,"17.9","23.0",,,,,,,,"    1",,,,"    1",,,,,"    1",,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-11-19","12.53"," 2051"," 2035","0.00","35","40","29",,"  220","  230",,"21.9","25.1",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2000-11-20","16.11"," 0421"," 0348","0.00","33","38","28",,"  250","  240",,"29.1","36.0",,,,,,,,,,,,"    1",,,"    1",,"    1",,,,,
